layer,probe,real,f5tts,xtts,cosyvoice3,chatterbox,indextts,dP_real,dP_f5tts,dP_xtts,dP_cosyvoice3,dP_chatterbox,dP_indextts,margin,top_class,target_aligned,margin_ci_lo,margin_ci_hi,S_cosyvoice3,S_f5tts,S_indextts,delta_target,delta_ci_lo,delta_ci_hi,S_target,S_ci_lo,S_ci_hi,dP_f5tts_lo,dP_f5tts_hi,S_f5tts_lo,S_f5tts_hi,dP_cosyvoice3_lo,dP_cosyvoice3_hi,S_cosyvoice3_lo,S_cosyvoice3_hi
7,resynth_bigvgan,0.4316353887399464,0.05630026809651475,0.05093833780160858,0.1260053619302949,0.19302949061662197,0.14209115281501342,0.02144772117962468,0.018766756032171587,0.005361930294906163,-0.008042895442359255,-0.013404825737265424,-0.024128686327077736,0.013404825737265424,f5tts,False,0.0,0.046093633912840416,-0.026809651474530842,0.013404825737265424,-0.042895442359249324,-0.024128686327077736,-0.05377436838884519,0.002732240437158473,-0.042895442359249324,-0.08510638297872339,-0.013156172499311126,-0.00808625336927224,0.04852079842645881,-0.02222222222222222,0.045828311382844274,-0.03693931398416886,0.018522222222222218,-0.07568080275397349,0.008131747301079557
7,resynth_griffinlim,0.6380697050938338,0.06702412868632708,0.07238605898123325,0.010723860589812333,0.005361930294906166,0.2064343163538874,0.22788203753351205,0.02949061662198392,0.026809651474530835,-0.12332439678284182,-0.20107238605898123,0.040214477211796246,0.010723860589812326,indextts,False,1.3877787807814457e-17,0.08649823736780259,-0.16353887399463807,-0.010723860589812326,0.010723860589812326,0.02949061662198392,-0.013264367816091955,0.0819792029996512,-0.010723860589812326,-0.10668096514745308,0.05080213903743316,,,,,,,,
7,resynth_glvocos,0.6621983914209115,0.02680965147453083,0.08042895442359249,0.013404825737265416,0.005361930294906166,0.21179624664879357,0.2520107238605898,-0.01072386058981233,0.034852546916890076,-0.12064343163538875,-0.20107238605898123,0.045576407506702415,0.01072386058981234,indextts,False,2.7755575615628914e-17,0.09043156028368796,-0.16621983914209115,-0.05630026809651474,0.01072386058981234,-0.01072386058981233,-0.03694175706049057,0.01084084482149169,-0.05630026809651474,-0.130715649867374,-0.021179851250845202,,,,,,,,
7,resynth_encodec,0.5415549597855228,0.06702412868632708,0.32439678284182305,0.03485254691689008,0.002680965147453083,0.029490616621983913,0.1313672922252011,0.02949061662198392,0.2788203753351206,-0.09919571045576409,-0.2037533512064343,-0.13672922252010725,0.24932975871313667,xtts,False,0.1431225519414169,0.3636483569201247,-0.3780160857908847,-0.24932975871313667,-0.4155495978552278,,,,,,,-0.010668096514745306,0.07838742285592679,-0.36170783184073924,-0.13526066781912477,-0.14589829420396186,-0.05704987727910239,-0.49077981225020917,-0.266481721848668
7,resynth_dac,0.44235924932975873,0.03753351206434316,0.03485254691689008,0.1447721179624665,0.2064343163538874,0.13404825737265416,0.03217158176943702,0.0,-0.010723860589812333,0.01072386058981234,0.0,-0.03217158176943699,0.01072386058981234,cosyvoice3,False,0.0,0.03523035230352303,0.01072386058981234,-0.01072386058981234,-0.04289544235924933,,,,,,,-0.013589748362120315,0.016174698135121516,-0.04021717979763037,0.008066155258326779,-0.013514429063209552,0.0345767730496454,-0.02710027100271005,0.03287671232876711
7,resynth_hift3,0.4128686327077748,0.08579088471849866,0.06166219839142091,0.15013404825737264,0.1903485254691689,0.09919571045576407,0.002680965147453085,0.0482573726541555,0.016085790884718495,0.01608579088471848,-0.01608579088471851,-0.06702412868632708,0.032171581769437005,f5tts,False,6.938893903907228e-18,0.06399999999999999,-0.03217158176943702,0.032171581769437005,-0.11528150134048258,0.01608579088471848,-0.02196667998982597,0.05964723169659137,-0.03217158176943702,-0.0806670757363254,0.018818472306755922,,,,,,,,
7,resynth_s3vc3,0.05093833780160858,0.032171581769437,0.024128686327077747,0.4772117962466488,0.3699731903485255,0.045576407506702415,-0.35924932975871315,-0.005361930294906163,-0.02144772117962467,0.34316353887399464,0.1635388739946381,-0.12064343163538874,0.17962466487935655,cosyvoice3,True,0.04504659832246038,0.3175595238095237,0.17962466487935655,-0.3485254691689008,-0.46380697050938335,0.34316353887399464,0.2579787234042553,0.43309065533474983,0.17962466487935655,0.038562209894712984,0.32266666666666666,,,,,,,,
8,clean_real,0.3672922252010724,0.029490616621983913,0.032171581769437,0.21447721179624665,0.2386058981233244,0.11796246648793565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,resynth_vocos,0.3646112600536193,0.0777479892761394,0.058981233243967826,0.21715817694369974,0.19839142091152814,0.08310991957104558,-0.002680965147453085,0.04825737265415549,0.026809651474530828,0.002680965147453085,-0.040214477211796246,-0.034852546916890076,0.021447721179624665,f5tts,True,6.938893903907228e-18,0.07417819249715801,-0.04557640750670241,0.021447721179624665,-0.08310991957104558,0.04825737265415549,0.010580618212197159,0.10029082338695725,0.021447721179624665,-0.03564225776375241,0.07238605898123324,,,,,,,,
8,resynth_bigvgan,0.3806970509383378,0.03485254691689008,0.040214477211796246,0.21715817694369974,0.21715817694369974,0.10991957104557641,0.013404825737265369,0.00536193029490617,0.008042895442359248,0.002680965147453085,-0.02144772117962465,-0.00804289544235924,0.002680965147453078,xtts,False,0.0,0.03252032520325203,-0.005361930294906163,-0.002680965147453078,-0.01608579088471849,-0.00804289544235924,-0.026955999125810457,0.007979255319148946,-0.01608579088471849,-0.05851846057571961,0.0,0.0,0.01355105602686462,-0.03574006374203226,0.0078344441390683,-0.03167071240105539,0.03989627659574469,-0.04032258064516126,0.035328493365714954
