ssl,setting,spkdisjoint_macro_f1,ci_lo,ci_hi,chosen_layers,kmeans_ari_L0,kmeans_nmi_L0,nn_purity_L0,var_between_system_L0,var_between_speaker_L0
w2v2lv60,6way,0.6852144177141929,0.6526213254835119,0.7177093075661285,"[3, 3, 2, 2, 3]",0.005142528812549606,0.011390357018750493,0.647899910634495,0.07927797532013733,0.5664423734476609
w2v2lv60,ttsonly,0.7442932715357404,0.7098580229533287,0.779776297374721,"[21, 3, 19, 21, 21]",0.004524570204287992,0.00919766897080722,0.6686327077747989,0.07359361588665177,0.5960565120540493
