ssl,setting,spkdisjoint_macro_f1,ci_lo,ci_hi,chosen_layers,kmeans_ari_L0,kmeans_nmi_L0,nn_purity_L0,var_between_system_L0,var_between_speaker_L0
xlsr,6way,0.7264012717202869,0.6960890366658526,0.7540113702230025,"[5, 5, 5, 5, 5]",0.0029205558687510846,0.008382582991577422,0.8308310991957104,0.07764136788642953,0.6579408439097747
xlsr,ttsonly,0.7883211418624417,0.7539203760321054,0.81876713015937,"[5, 5, 5, 5, 6]",0.004313734331827626,0.009669731481854809,0.8613404825737265,0.07564546546614523,0.6900630358350393
