ssl,setting,spkdisjoint_macro_f1,ci_lo,ci_hi,chosen_layers,kmeans_ari_L0,kmeans_nmi_L0,nn_purity_L0,var_between_system_L0,var_between_speaker_L0
wavlm,6way,0.7153165053543131,0.6822452256050984,0.7505588170418329,"[4, 4, 4, 4, 4]",0.006178040900997752,0.013730845305962913,0.7935656836461126,0.07060265675163807,0.6996121650635072
wavlm,ttsonly,0.8027137813466473,0.7730370048787354,0.8310276001636102,"[4, 5, 4, 5, 4]",0.004301751641563768,0.010088559607512515,0.8020375335120643,0.0613556282919929,0.7348696506386405
