ssl,setting,method,true,pred,rate
xlsr,6way,tiebreak_distance,f5tts,cosyvoice3,0.005361930294906166
xlsr,6way,tiebreak_distance,f5tts,chatterbox,0.005361930294906166
xlsr,6way,tiebreak_distance,f5tts,indextts,0.0
xlsr,6way,tiebreak_distance,xtts,real,0.0
xlsr,6way,tiebreak_distance,xtts,f5tts,0.0
xlsr,6way,tiebreak_distance,xtts,xtts,0.9705093833780161
xlsr,6way,tiebreak_distance,xtts,cosyvoice3,0.013404825737265416
xlsr,6way,tiebreak_distance,xtts,chatterbox,0.002680965147453083
xlsr,6way,tiebreak_distance,xtts,indextts,0.013404825737265416
xlsr,6way,tiebreak_distance,cosyvoice3,real,0.00804289544235925
xlsr,6way,tiebreak_distance,cosyvoice3,f5tts,0.0
xlsr,6way,tiebreak_distance,cosyvoice3,xtts,0.045576407506702415
xlsr,6way,tiebreak_distance,cosyvoice3,cosyvoice3,0.5924932975871313
xlsr,6way,tiebreak_distance,cosyvoice3,chatterbox,0.30294906166219837
xlsr,6way,tiebreak_distance,cosyvoice3,indextts,0.05093833780160858
xlsr,6way,tiebreak_distance,chatterbox,real,0.0
xlsr,6way,tiebreak_distance,chatterbox,f5tts,0.0
xlsr,6way,tiebreak_distance,chatterbox,xtts,0.010723860589812333
xlsr,6way,tiebreak_distance,chatterbox,cosyvoice3,0.13941018766756033
xlsr,6way,tiebreak_distance,chatterbox,chatterbox,0.8096514745308311
xlsr,6way,tiebreak_distance,chatterbox,indextts,0.040214477211796246
xlsr,6way,tiebreak_distance,indextts,real,0.01876675603217158
xlsr,6way,tiebreak_distance,indextts,f5tts,0.005361930294906166
xlsr,6way,tiebreak_distance,indextts,xtts,0.05093833780160858
xlsr,6way,tiebreak_distance,indextts,cosyvoice3,0.06166219839142091
xlsr,6way,tiebreak_distance,indextts,chatterbox,0.10455764075067024
xlsr,6way,tiebreak_distance,indextts,indextts,0.7587131367292225
xlsr,6way,inverse_distance,real,real,0.45308310991957107
xlsr,6way,inverse_distance,real,f5tts,0.0160857908847185
xlsr,6way,inverse_distance,real,xtts,0.09651474530831099
xlsr,6way,inverse_distance,real,cosyvoice3,0.1903485254691689
xlsr,6way,inverse_distance,real,chatterbox,0.128686327077748
xlsr,6way,inverse_distance,real,indextts,0.11528150134048257
xlsr,6way,inverse_distance,f5tts,real,0.002680965147453083
xlsr,6way,inverse_distance,f5tts,f5tts,0.9544235924932976
xlsr,6way,inverse_distance,f5tts,xtts,0.032171581769437
xlsr,6way,inverse_distance,f5tts,cosyvoice3,0.005361930294906166
xlsr,6way,inverse_distance,f5tts,chatterbox,0.005361930294906166
xlsr,6way,inverse_distance,f5tts,indextts,0.0
xlsr,6way,inverse_distance,xtts,real,0.0
xlsr,6way,inverse_distance,xtts,f5tts,0.0
xlsr,6way,inverse_distance,xtts,xtts,0.9705093833780161
xlsr,6way,inverse_distance,xtts,cosyvoice3,0.013404825737265416
xlsr,6way,inverse_distance,xtts,chatterbox,0.002680965147453083
xlsr,6way,inverse_distance,xtts,indextts,0.013404825737265416
xlsr,6way,inverse_distance,cosyvoice3,real,0.00804289544235925
xlsr,6way,inverse_distance,cosyvoice3,f5tts,0.0
xlsr,6way,inverse_distance,cosyvoice3,xtts,0.045576407506702415
xlsr,6way,inverse_distance,cosyvoice3,cosyvoice3,0.5924932975871313
xlsr,6way,inverse_distance,cosyvoice3,chatterbox,0.30294906166219837
xlsr,6way,inverse_distance,cosyvoice3,indextts,0.05093833780160858
xlsr,6way,inverse_distance,chatterbox,real,0.0
xlsr,6way,inverse_distance,chatterbox,f5tts,0.0
xlsr,6way,inverse_distance,chatterbox,xtts,0.010723860589812333
xlsr,6way,inverse_distance,chatterbox,cosyvoice3,0.13941018766756033
xlsr,6way,inverse_distance,chatterbox,chatterbox,0.8123324396782842
xlsr,6way,inverse_distance,chatterbox,indextts,0.03753351206434316
xlsr,6way,inverse_distance,indextts,real,0.01876675603217158
xlsr,6way,inverse_distance,indextts,f5tts,0.005361930294906166
xlsr,6way,inverse_distance,indextts,xtts,0.05093833780160858
xlsr,6way,inverse_distance,indextts,cosyvoice3,0.058981233243967826
xlsr,6way,inverse_distance,indextts,chatterbox,0.10455764075067024
xlsr,6way,inverse_distance,indextts,indextts,0.7613941018766756
xlsr,ttsonly,uniform,f5tts,f5tts,0.935656836461126
xlsr,ttsonly,uniform,f5tts,xtts,0.032171581769437
xlsr,ttsonly,uniform,f5tts,cosyvoice3,0.010723860589812333
xlsr,ttsonly,uniform,f5tts,chatterbox,0.01876675603217158
xlsr,ttsonly,uniform,f5tts,indextts,0.002680965147453083
xlsr,ttsonly,uniform,xtts,f5tts,0.002680965147453083
xlsr,ttsonly,uniform,xtts,xtts,0.9490616621983914
xlsr,ttsonly,uniform,xtts,cosyvoice3,0.0160857908847185
xlsr,ttsonly,uniform,xtts,chatterbox,0.010723860589812333
xlsr,ttsonly,uniform,xtts,indextts,0.021447721179624665
xlsr,ttsonly,uniform,cosyvoice3,f5tts,0.002680965147453083
xlsr,ttsonly,uniform,cosyvoice3,xtts,0.032171581769437
xlsr,ttsonly,uniform,cosyvoice3,cosyvoice3,0.5388739946380697
xlsr,ttsonly,uniform,cosyvoice3,chatterbox,0.38337801608579086
xlsr,ttsonly,uniform,cosyvoice3,indextts,0.04289544235924933
xlsr,ttsonly,uniform,chatterbox,f5tts,0.0
xlsr,ttsonly,uniform,chatterbox,xtts,0.00804289544235925
xlsr,ttsonly,uniform,chatterbox,cosyvoice3,0.12064343163538874
xlsr,ttsonly,uniform,chatterbox,chatterbox,0.839142091152815
xlsr,ttsonly,uniform,chatterbox,indextts,0.032171581769437
xlsr,ttsonly,uniform,indextts,f5tts,0.002680965147453083
xlsr,ttsonly,uniform,indextts,xtts,0.032171581769437
xlsr,ttsonly,uniform,indextts,cosyvoice3,0.10187667560321716
xlsr,ttsonly,uniform,indextts,chatterbox,0.18498659517426275
xlsr,ttsonly,uniform,indextts,indextts,0.67828418230563
xlsr,ttsonly,tiebreak_distance,f5tts,f5tts,0.9463806970509383
xlsr,ttsonly,tiebreak_distance,f5tts,xtts,0.03753351206434316
xlsr,ttsonly,tiebreak_distance,f5tts,cosyvoice3,0.00804289544235925
xlsr,ttsonly,tiebreak_distance,f5tts,chatterbox,0.005361930294906166
xlsr,ttsonly,tiebreak_distance,f5tts,indextts,0.002680965147453083
xlsr,ttsonly,tiebreak_distance,xtts,f5tts,0.0
xlsr,ttsonly,tiebreak_distance,xtts,xtts,0.967828418230563
xlsr,ttsonly,tiebreak_distance,xtts,cosyvoice3,0.010723860589812333
xlsr,ttsonly,tiebreak_distance,xtts,chatterbox,0.005361930294906166
xlsr,ttsonly,tiebreak_distance,xtts,indextts,0.0160857908847185
xlsr,ttsonly,tiebreak_distance,cosyvoice3,f5tts,0.0
xlsr,ttsonly,tiebreak_distance,cosyvoice3,xtts,0.04825737265415549
xlsr,ttsonly,tiebreak_distance,cosyvoice3,cosyvoice3,0.5844504021447721
xlsr,ttsonly,tiebreak_distance,cosyvoice3,chatterbox,0.3190348525469169
xlsr,ttsonly,tiebreak_distance,cosyvoice3,indextts,0.04825737265415549
xlsr,ttsonly,tiebreak_distance,chatterbox,f5tts,0.0
xlsr,ttsonly,tiebreak_distance,chatterbox,xtts,0.010723860589812333
xlsr,ttsonly,tiebreak_distance,chatterbox,cosyvoice3,0.1554959785522788
xlsr,ttsonly,tiebreak_distance,chatterbox,chatterbox,0.7935656836461126
xlsr,ttsonly,tiebreak_distance,chatterbox,indextts,0.040214477211796246
xlsr,ttsonly,tiebreak_distance,indextts,f5tts,0.002680965147453083
xlsr,ttsonly,tiebreak_distance,indextts,xtts,0.05093833780160858
xlsr,ttsonly,tiebreak_distance,indextts,cosyvoice3,0.07506702412868632
xlsr,ttsonly,tiebreak_distance,indextts,chatterbox,0.10723860589812333
xlsr,ttsonly,tiebreak_distance,indextts,indextts,0.7640750670241286
xlsr,ttsonly,inverse_distance,f5tts,f5tts,0.9463806970509383
xlsr,ttsonly,inverse_distance,f5tts,xtts,0.03753351206434316
xlsr,ttsonly,inverse_distance,f5tts,cosyvoice3,0.00804289544235925
xlsr,ttsonly,inverse_distance,f5tts,chatterbox,0.005361930294906166
xlsr,ttsonly,inverse_distance,f5tts,indextts,0.002680965147453083
xlsr,ttsonly,inverse_distance,xtts,f5tts,0.0
xlsr,ttsonly,inverse_distance,xtts,xtts,0.967828418230563
xlsr,ttsonly,inverse_distance,xtts,cosyvoice3,0.010723860589812333
xlsr,ttsonly,inverse_distance,xtts,chatterbox,0.005361930294906166
xlsr,ttsonly,inverse_distance,xtts,indextts,0.0160857908847185
xlsr,ttsonly,inverse_distance,cosyvoice3,f5tts,0.0
xlsr,ttsonly,inverse_distance,cosyvoice3,xtts,0.04825737265415549
xlsr,ttsonly,inverse_distance,cosyvoice3,cosyvoice3,0.5844504021447721
xlsr,ttsonly,inverse_distance,cosyvoice3,chatterbox,0.3190348525469169
xlsr,ttsonly,inverse_distance,cosyvoice3,indextts,0.04825737265415549
xlsr,ttsonly,inverse_distance,chatterbox,f5tts,0.0
xlsr,ttsonly,inverse_distance,chatterbox,xtts,0.010723860589812333
xlsr,ttsonly,inverse_distance,chatterbox,cosyvoice3,0.1554959785522788
xlsr,ttsonly,inverse_distance,chatterbox,chatterbox,0.7962466487935657
xlsr,ttsonly,inverse_distance,chatterbox,indextts,0.03753351206434316
xlsr,ttsonly,inverse_distance,indextts,f5tts,0.002680965147453083
xlsr,ttsonly,inverse_distance,indextts,xtts,0.05093833780160858
xlsr,ttsonly,inverse_distance,indextts,cosyvoice3,0.07506702412868632
xlsr,ttsonly,inverse_distance,indextts,chatterbox,0.10723860589812333
xlsr,ttsonly,inverse_distance,indextts,indextts,0.7640750670241286
w2v2lv60,6way,uniform,real,real,0.5254691689008043
w2v2lv60,6way,uniform,real,f5tts,0.0160857908847185
w2v2lv60,6way,uniform,real,xtts,0.064343163538874
w2v2lv60,6way,uniform,real,cosyvoice3,0.10187667560321716
w2v2lv60,6way,uniform,real,chatterbox,0.21983914209115282
w2v2lv60,6way,uniform,real,indextts,0.07238605898123325
w2v2lv60,6way,uniform,f5tts,real,0.021447721179624665
w2v2lv60,6way,uniform,f5tts,f5tts,0.9115281501340483
w2v2lv60,6way,uniform,f5tts,xtts,0.0160857908847185
w2v2lv60,6way,uniform,f5tts,cosyvoice3,0.0160857908847185
w2v2lv60,6way,uniform,f5tts,chatterbox,0.032171581769437
w2v2lv60,6way,uniform,f5tts,indextts,0.002680965147453083
w2v2lv60,6way,uniform,xtts,real,0.02680965147453083
w2v2lv60,6way,uniform,xtts,f5tts,0.0
w2v2lv60,6way,uniform,xtts,xtts,0.7560321715817694
w2v2lv60,6way,uniform,xtts,cosyvoice3,0.09919571045576407
w2v2lv60,6way,uniform,xtts,chatterbox,0.09651474530831099
w2v2lv60,6way,uniform,xtts,indextts,0.021447721179624665
w2v2lv60,6way,uniform,cosyvoice3,real,0.03753351206434316
w2v2lv60,6way,uniform,cosyvoice3,f5tts,0.005361930294906166
w2v2lv60,6way,uniform,cosyvoice3,xtts,0.024128686327077747
w2v2lv60,6way,uniform,cosyvoice3,cosyvoice3,0.6166219839142091
w2v2lv60,6way,uniform,cosyvoice3,chatterbox,0.26273458445040215
w2v2lv60,6way,uniform,cosyvoice3,indextts,0.05361930294906166
w2v2lv60,6way,uniform,chatterbox,real,0.040214477211796246
w2v2lv60,6way,uniform,chatterbox,f5tts,0.002680965147453083
w2v2lv60,6way,uniform,chatterbox,xtts,0.0160857908847185
w2v2lv60,6way,uniform,chatterbox,cosyvoice3,0.15281501340482573
w2v2lv60,6way,uniform,chatterbox,chatterbox,0.7506702412868632
w2v2lv60,6way,uniform,chatterbox,indextts,0.03753351206434316
w2v2lv60,6way,uniform,indextts,real,0.08042895442359249
w2v2lv60,6way,uniform,indextts,f5tts,0.013404825737265416
w2v2lv60,6way,uniform,indextts,xtts,0.04825737265415549
w2v2lv60,6way,uniform,indextts,cosyvoice3,0.14745308310991956
w2v2lv60,6way,uniform,indextts,chatterbox,0.18230563002680966
w2v2lv60,6way,uniform,indextts,indextts,0.5281501340482574
w2v2lv60,6way,tiebreak_distance,real,real,0.579088471849866
w2v2lv60,6way,tiebreak_distance,real,f5tts,0.0160857908847185
w2v2lv60,6way,tiebreak_distance,real,xtts,0.08310991957104558
w2v2lv60,6way,tiebreak_distance,real,cosyvoice3,0.0938337801608579
w2v2lv60,6way,tiebreak_distance,real,chatterbox,0.16085790884718498
w2v2lv60,6way,tiebreak_distance,real,indextts,0.06702412868632708
w2v2lv60,6way,tiebreak_distance,f5tts,real,0.024128686327077747
w2v2lv60,6way,tiebreak_distance,f5tts,f5tts,0.9195710455764075
w2v2lv60,6way,tiebreak_distance,f5tts,xtts,0.01876675603217158
w2v2lv60,6way,tiebreak_distance,f5tts,cosyvoice3,0.00804289544235925
w2v2lv60,6way,tiebreak_distance,f5tts,chatterbox,0.021447721179624665
w2v2lv60,6way,tiebreak_distance,f5tts,indextts,0.00804289544235925
w2v2lv60,6way,tiebreak_distance,xtts,real,0.024128686327077747
w2v2lv60,6way,tiebreak_distance,xtts,f5tts,0.0
w2v2lv60,6way,tiebreak_distance,xtts,xtts,0.8123324396782842
w2v2lv60,6way,tiebreak_distance,xtts,cosyvoice3,0.08579088471849866
w2v2lv60,6way,tiebreak_distance,xtts,chatterbox,0.05630026809651475
w2v2lv60,6way,tiebreak_distance,xtts,indextts,0.021447721179624665
w2v2lv60,6way,tiebreak_distance,cosyvoice3,real,0.05093833780160858
w2v2lv60,6way,tiebreak_distance,cosyvoice3,f5tts,0.010723860589812333
w2v2lv60,6way,tiebreak_distance,cosyvoice3,xtts,0.032171581769437
w2v2lv60,6way,tiebreak_distance,cosyvoice3,cosyvoice3,0.6407506702412868
w2v2lv60,6way,tiebreak_distance,cosyvoice3,chatterbox,0.21179624664879357
w2v2lv60,6way,tiebreak_distance,cosyvoice3,indextts,0.05361930294906166
w2v2lv60,6way,tiebreak_distance,chatterbox,real,0.04825737265415549
w2v2lv60,6way,tiebreak_distance,chatterbox,f5tts,0.00804289544235925
w2v2lv60,6way,tiebreak_distance,chatterbox,xtts,0.032171581769437
w2v2lv60,6way,tiebreak_distance,chatterbox,cosyvoice3,0.1876675603217158
w2v2lv60,6way,tiebreak_distance,chatterbox,chatterbox,0.67828418230563
w2v2lv60,6way,tiebreak_distance,chatterbox,indextts,0.045576407506702415
w2v2lv60,6way,tiebreak_distance,indextts,real,0.09919571045576407
w2v2lv60,6way,tiebreak_distance,indextts,f5tts,0.00804289544235925
w2v2lv60,6way,tiebreak_distance,indextts,xtts,0.064343163538874
w2v2lv60,6way,tiebreak_distance,indextts,cosyvoice3,0.13136729222520108
w2v2lv60,6way,tiebreak_distance,indextts,chatterbox,0.13941018766756033
w2v2lv60,6way,tiebreak_distance,indextts,indextts,0.5576407506702413
w2v2lv60,6way,inverse_distance,real,real,0.579088471849866
w2v2lv60,6way,inverse_distance,real,f5tts,0.0160857908847185
w2v2lv60,6way,inverse_distance,real,xtts,0.08310991957104558
w2v2lv60,6way,inverse_distance,real,cosyvoice3,0.0938337801608579
w2v2lv60,6way,inverse_distance,real,chatterbox,0.16353887399463807
w2v2lv60,6way,inverse_distance,real,indextts,0.064343163538874
w2v2lv60,6way,inverse_distance,f5tts,real,0.024128686327077747
w2v2lv60,6way,inverse_distance,f5tts,f5tts,0.9195710455764075
w2v2lv60,6way,inverse_distance,f5tts,xtts,0.01876675603217158
w2v2lv60,6way,inverse_distance,f5tts,cosyvoice3,0.00804289544235925
w2v2lv60,6way,inverse_distance,f5tts,chatterbox,0.021447721179624665
w2v2lv60,6way,inverse_distance,f5tts,indextts,0.00804289544235925
w2v2lv60,6way,inverse_distance,xtts,real,0.024128686327077747
w2v2lv60,6way,inverse_distance,xtts,f5tts,0.0
w2v2lv60,6way,inverse_distance,xtts,xtts,0.8123324396782842
w2v2lv60,6way,inverse_distance,xtts,cosyvoice3,0.08579088471849866
w2v2lv60,6way,inverse_distance,xtts,chatterbox,0.05630026809651475
w2v2lv60,6way,inverse_distance,xtts,indextts,0.021447721179624665
w2v2lv60,6way,inverse_distance,cosyvoice3,real,0.05093833780160858
w2v2lv60,6way,inverse_distance,cosyvoice3,f5tts,0.010723860589812333
w2v2lv60,6way,inverse_distance,cosyvoice3,xtts,0.029490616621983913
w2v2lv60,6way,inverse_distance,cosyvoice3,cosyvoice3,0.6407506702412868
w2v2lv60,6way,inverse_distance,cosyvoice3,chatterbox,0.21179624664879357
w2v2lv60,6way,inverse_distance,cosyvoice3,indextts,0.05630026809651475
w2v2lv60,6way,inverse_distance,chatterbox,real,0.04825737265415549
w2v2lv60,6way,inverse_distance,chatterbox,f5tts,0.00804289544235925
w2v2lv60,6way,inverse_distance,chatterbox,xtts,0.032171581769437
w2v2lv60,6way,inverse_distance,chatterbox,cosyvoice3,0.1876675603217158
w2v2lv60,6way,inverse_distance,chatterbox,chatterbox,0.67828418230563
w2v2lv60,6way,inverse_distance,chatterbox,indextts,0.045576407506702415
w2v2lv60,6way,inverse_distance,indextts,real,0.09919571045576407
w2v2lv60,6way,inverse_distance,indextts,f5tts,0.00804289544235925
w2v2lv60,6way,inverse_distance,indextts,xtts,0.064343163538874
w2v2lv60,6way,inverse_distance,indextts,cosyvoice3,0.13404825737265416
w2v2lv60,6way,inverse_distance,indextts,chatterbox,0.13672922252010725
w2v2lv60,6way,inverse_distance,indextts,indextts,0.5576407506702413
w2v2lv60,ttsonly,uniform,f5tts,f5tts,0.8579088471849866
w2v2lv60,ttsonly,uniform,f5tts,xtts,0.024128686327077747
w2v2lv60,ttsonly,uniform,f5tts,cosyvoice3,0.021447721179624665
w2v2lv60,ttsonly,uniform,f5tts,chatterbox,0.06702412868632708
w2v2lv60,ttsonly,uniform,f5tts,indextts,0.029490616621983913
w2v2lv60,ttsonly,uniform,xtts,f5tts,0.0
w2v2lv60,ttsonly,uniform,xtts,xtts,0.8579088471849866
w2v2lv60,ttsonly,uniform,xtts,cosyvoice3,0.04825737265415549
w2v2lv60,ttsonly,uniform,xtts,chatterbox,0.06702412868632708
w2v2lv60,ttsonly,uniform,xtts,indextts,0.02680965147453083
w2v2lv60,ttsonly,uniform,cosyvoice3,f5tts,0.00804289544235925
w2v2lv60,ttsonly,uniform,cosyvoice3,xtts,0.01876675603217158
w2v2lv60,ttsonly,uniform,cosyvoice3,cosyvoice3,0.5227882037533512
w2v2lv60,ttsonly,uniform,cosyvoice3,chatterbox,0.38605898123324395
w2v2lv60,ttsonly,uniform,cosyvoice3,indextts,0.064343163538874
w2v2lv60,ttsonly,uniform,chatterbox,f5tts,0.002680965147453083
w2v2lv60,ttsonly,uniform,chatterbox,xtts,0.00804289544235925
w2v2lv60,ttsonly,uniform,chatterbox,cosyvoice3,0.128686327077748
w2v2lv60,ttsonly,uniform,chatterbox,chatterbox,0.7989276139410187
w2v2lv60,ttsonly,uniform,chatterbox,indextts,0.06166219839142091
w2v2lv60,ttsonly,uniform,indextts,f5tts,0.010723860589812333
w2v2lv60,ttsonly,uniform,indextts,xtts,0.010723860589812333
w2v2lv60,ttsonly,uniform,indextts,cosyvoice3,0.10187667560321716
w2v2lv60,ttsonly,uniform,indextts,chatterbox,0.2225201072386059
w2v2lv60,ttsonly,uniform,indextts,indextts,0.6541554959785523
w2v2lv60,ttsonly,tiebreak_distance,f5tts,f5tts,0.8739946380697051
w2v2lv60,ttsonly,tiebreak_distance,f5tts,xtts,0.02680965147453083
w2v2lv60,ttsonly,tiebreak_distance,f5tts,cosyvoice3,0.0160857908847185
w2v2lv60,ttsonly,tiebreak_distance,f5tts,chatterbox,0.032171581769437
w2v2lv60,ttsonly,tiebreak_distance,f5tts,indextts,0.05093833780160858
w2v2lv60,ttsonly,tiebreak_distance,xtts,f5tts,0.0
w2v2lv60,ttsonly,tiebreak_distance,xtts,xtts,0.8954423592493298
w2v2lv60,ttsonly,tiebreak_distance,xtts,cosyvoice3,0.03753351206434316
w2v2lv60,ttsonly,tiebreak_distance,xtts,chatterbox,0.04289544235924933
w2v2lv60,ttsonly,tiebreak_distance,xtts,indextts,0.024128686327077747
w2v2lv60,ttsonly,tiebreak_distance,cosyvoice3,f5tts,0.005361930294906166
w2v2lv60,ttsonly,tiebreak_distance,cosyvoice3,xtts,0.01876675603217158
w2v2lv60,ttsonly,tiebreak_distance,cosyvoice3,cosyvoice3,0.5630026809651475
w2v2lv60,ttsonly,tiebreak_distance,cosyvoice3,chatterbox,0.2975871313672922
w2v2lv60,ttsonly,tiebreak_distance,cosyvoice3,indextts,0.11528150134048257
w2v2lv60,ttsonly,tiebreak_distance,chatterbox,f5tts,0.002680965147453083
w2v2lv60,ttsonly,tiebreak_distance,chatterbox,xtts,0.013404825737265416
w2v2lv60,ttsonly,tiebreak_distance,chatterbox,cosyvoice3,0.13941018766756033
w2v2lv60,ttsonly,tiebreak_distance,chatterbox,chatterbox,0.7292225201072386
w2v2lv60,ttsonly,tiebreak_distance,chatterbox,indextts,0.11528150134048257
w2v2lv60,ttsonly,tiebreak_distance,indextts,f5tts,0.0
w2v2lv60,ttsonly,tiebreak_distance,indextts,xtts,0.0160857908847185
w2v2lv60,ttsonly,tiebreak_distance,indextts,cosyvoice3,0.07506702412868632
w2v2lv60,ttsonly,tiebreak_distance,indextts,chatterbox,0.15013404825737264
w2v2lv60,ttsonly,tiebreak_distance,indextts,indextts,0.7587131367292225
w2v2lv60,ttsonly,inverse_distance,f5tts,f5tts,0.8739946380697051
w2v2lv60,ttsonly,inverse_distance,f5tts,xtts,0.02680965147453083
w2v2lv60,ttsonly,inverse_distance,f5tts,cosyvoice3,0.0160857908847185
w2v2lv60,ttsonly,inverse_distance,f5tts,chatterbox,0.032171581769437
w2v2lv60,ttsonly,inverse_distance,f5tts,indextts,0.05093833780160858
w2v2lv60,ttsonly,inverse_distance,xtts,f5tts,0.0
w2v2lv60,ttsonly,inverse_distance,xtts,xtts,0.8954423592493298
w2v2lv60,ttsonly,inverse_distance,xtts,cosyvoice3,0.03753351206434316
w2v2lv60,ttsonly,inverse_distance,xtts,chatterbox,0.04289544235924933
w2v2lv60,ttsonly,inverse_distance,xtts,indextts,0.024128686327077747
w2v2lv60,ttsonly,inverse_distance,cosyvoice3,f5tts,0.005361930294906166
w2v2lv60,ttsonly,inverse_distance,cosyvoice3,xtts,0.01876675603217158
w2v2lv60,ttsonly,inverse_distance,cosyvoice3,cosyvoice3,0.5630026809651475
w2v2lv60,ttsonly,inverse_distance,cosyvoice3,chatterbox,0.2975871313672922
w2v2lv60,ttsonly,inverse_distance,cosyvoice3,indextts,0.11528150134048257
w2v2lv60,ttsonly,inverse_distance,chatterbox,f5tts,0.002680965147453083
w2v2lv60,ttsonly,inverse_distance,chatterbox,xtts,0.013404825737265416
w2v2lv60,ttsonly,inverse_distance,chatterbox,cosyvoice3,0.13941018766756033
w2v2lv60,ttsonly,inverse_distance,chatterbox,chatterbox,0.7292225201072386
w2v2lv60,ttsonly,inverse_distance,chatterbox,indextts,0.11528150134048257
w2v2lv60,ttsonly,inverse_distance,indextts,f5tts,0.0
w2v2lv60,ttsonly,inverse_distance,indextts,xtts,0.0160857908847185
w2v2lv60,ttsonly,inverse_distance,indextts,cosyvoice3,0.07506702412868632
w2v2lv60,ttsonly,inverse_distance,indextts,chatterbox,0.15013404825737264
w2v2lv60,ttsonly,inverse_distance,indextts,indextts,0.7587131367292225
w2vbert,6way,uniform,real,real,0.6407506702412868
w2vbert,6way,uniform,real,f5tts,0.05361930294906166
w2vbert,6way,uniform,real,xtts,0.040214477211796246
w2vbert,6way,uniform,real,cosyvoice3,0.09115281501340483
w2vbert,6way,uniform,real,chatterbox,0.08310991957104558
w2vbert,6way,uniform,real,indextts,0.09115281501340483
w2vbert,6way,uniform,f5tts,real,0.005361930294906166
w2vbert,6way,uniform,f5tts,f5tts,0.9436997319034852
w2vbert,6way,uniform,f5tts,xtts,0.005361930294906166
w2vbert,6way,uniform,f5tts,cosyvoice3,0.010723860589812333
w2vbert,6way,uniform,f5tts,chatterbox,0.03485254691689008
w2vbert,6way,uniform,f5tts,indextts,0.0
w2vbert,6way,uniform,xtts,real,0.0
w2vbert,6way,uniform,xtts,f5tts,0.00804289544235925
w2vbert,6way,uniform,xtts,xtts,0.9812332439678284
w2vbert,6way,uniform,xtts,cosyvoice3,0.0
w2vbert,6way,uniform,xtts,chatterbox,0.005361930294906166
w2vbert,6way,uniform,xtts,indextts,0.005361930294906166
w2vbert,6way,uniform,cosyvoice3,real,0.03753351206434316
w2vbert,6way,uniform,cosyvoice3,f5tts,0.04825737265415549
w2vbert,6way,uniform,cosyvoice3,xtts,0.0
w2vbert,6way,uniform,cosyvoice3,cosyvoice3,0.5415549597855228
w2vbert,6way,uniform,cosyvoice3,chatterbox,0.35656836461126007
w2vbert,6way,uniform,cosyvoice3,indextts,0.0160857908847185
w2vbert,6way,uniform,chatterbox,real,0.013404825737265416
w2vbert,6way,uniform,chatterbox,f5tts,0.040214477211796246
w2vbert,6way,uniform,chatterbox,xtts,0.005361930294906166
w2vbert,6way,uniform,chatterbox,cosyvoice3,0.09919571045576407
w2vbert,6way,uniform,chatterbox,chatterbox,0.8203753351206434
w2vbert,6way,uniform,chatterbox,indextts,0.021447721179624665
w2vbert,6way,uniform,indextts,real,0.064343163538874
w2vbert,6way,uniform,indextts,f5tts,0.021447721179624665
w2vbert,6way,uniform,indextts,xtts,0.0160857908847185
w2vbert,6way,uniform,indextts,cosyvoice3,0.03485254691689008
w2vbert,6way,uniform,indextts,chatterbox,0.08847184986595175
w2vbert,6way,uniform,indextts,indextts,0.774798927613941
w2vbert,6way,tiebreak_distance,real,real,0.6970509383378016
w2vbert,6way,tiebreak_distance,real,f5tts,0.04289544235924933
w2vbert,6way,tiebreak_distance,real,xtts,0.04289544235924933
w2vbert,6way,tiebreak_distance,real,cosyvoice3,0.064343163538874
w2vbert,6way,tiebreak_distance,real,chatterbox,0.06166219839142091
w2vbert,6way,tiebreak_distance,real,indextts,0.09115281501340483
w2vbert,6way,tiebreak_distance,f5tts,real,0.005361930294906166
w2vbert,6way,tiebreak_distance,f5tts,f5tts,0.9571045576407506
w2vbert,6way,tiebreak_distance,f5tts,xtts,0.00804289544235925
w2vbert,6way,tiebreak_distance,f5tts,cosyvoice3,0.005361930294906166
w2vbert,6way,tiebreak_distance,f5tts,chatterbox,0.024128686327077747
w2vbert,6way,tiebreak_distance,f5tts,indextts,0.0
w2vbert,6way,tiebreak_distance,xtts,real,0.0
w2vbert,6way,tiebreak_distance,xtts,f5tts,0.002680965147453083
w2vbert,6way,tiebreak_distance,xtts,xtts,0.9892761394101877
w2vbert,6way,tiebreak_distance,xtts,cosyvoice3,0.0
w2vbert,6way,tiebreak_distance,xtts,chatterbox,0.005361930294906166
w2vbert,6way,tiebreak_distance,xtts,indextts,0.002680965147453083
w2vbert,6way,tiebreak_distance,cosyvoice3,real,0.058981233243967826
w2vbert,6way,tiebreak_distance,cosyvoice3,f5tts,0.07238605898123325
w2vbert,6way,tiebreak_distance,cosyvoice3,xtts,0.0
w2vbert,6way,tiebreak_distance,cosyvoice3,cosyvoice3,0.5442359249329759
w2vbert,6way,tiebreak_distance,cosyvoice3,chatterbox,0.30563002680965146
w2vbert,6way,tiebreak_distance,cosyvoice3,indextts,0.01876675603217158
w2vbert,6way,tiebreak_distance,chatterbox,real,0.021447721179624665
w2vbert,6way,tiebreak_distance,chatterbox,f5tts,0.04289544235924933
w2vbert,6way,tiebreak_distance,chatterbox,xtts,0.005361930294906166
w2vbert,6way,tiebreak_distance,chatterbox,cosyvoice3,0.1126005361930295
w2vbert,6way,tiebreak_distance,chatterbox,chatterbox,0.7935656836461126
